affected_cells,denominator,denominator_metric,event_count,layer,metric,missing_candidate_slots,phase,rate,selected,source_sha256,subgroup,unit,value,value_kind
,,,,derived_funnel,expected_candidate_slots,,8,,,,family_holdout/grn_random3_4,,8880,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,family_holdout/grn_random3_4,,0,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,family_holdout/grn_random3_4,,8880,count
,,,,derived_funnel,component_slots,,8,,,,family_holdout/grn_random3_4,,26640,count
,,,,derived_funnel,trajectory_slots,,8,,,,family_holdout/grn_random3_4,,26640,count
,,,,derived_funnel,selected_cells,,8,,,,family_holdout/grn_random3_4,,480,count
,,,,derived_funnel,selected_valid_cells,,8,,,,family_holdout/grn_random3_4,,479,count
,,,,derived_funnel,cells,,8,,,,family_holdout/grn_top1,,480,count
,,,,derived_funnel,cells_with_candidates,,8,,,,family_holdout/grn_top1,,480,count
,,,,derived_funnel,candidates_saved,,8,,,,family_holdout/grn_top1,,8818,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,family_holdout/grn_top1,,8880,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,family_holdout/grn_top1,,62,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,family_holdout/grn_top1,,8818,count
,,,,derived_funnel,component_slots,,8,,,,family_holdout/grn_top1,,26454,count
,,,,derived_funnel,trajectory_slots,,8,,,,family_holdout/grn_top1,,26454,count
,,,,derived_funnel,selected_cells,,8,,,,family_holdout/grn_top1,,480,count
,,,,derived_funnel,selected_valid_cells,,8,,,,family_holdout/grn_top1,,480,count
,,,,derived_funnel,cells,,8,,,,family_holdout/grn_top3,,720,count
,,,,derived_funnel,cells_with_candidates,,8,,,,family_holdout/grn_top3,,720,count
,,,,derived_funnel,candidates_saved,,8,,,,family_holdout/grn_top3,,20623,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,family_holdout/grn_top3,,20880,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,family_holdout/grn_top3,,257,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,family_holdout/grn_top3,,20623,count
,,,,derived_funnel,component_slots,,8,,,,family_holdout/grn_top3,,61870,count
,,,,derived_funnel,trajectory_slots,,8,,,,family_holdout/grn_top3,,63069,count
,,,,derived_funnel,selected_cells,,8,,,,family_holdout/grn_top3,,720,count
,,,,derived_funnel,selected_valid_cells,,8,,,,family_holdout/grn_top3,,720,count
,,,,derived_funnel,cells,,8,,,,family_holdout/official_continued_full,,240,count
,,,,derived_funnel,cells_with_candidates,,8,,,,family_holdout/official_continued_full,,240,count
,,,,derived_funnel,candidates_saved,,8,,,,family_holdout/official_continued_full,,11995,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,family_holdout/official_continued_full,,12000,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,family_holdout/official_continued_full,,5,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,family_holdout/official_continued_full,,11995,count
,,,,derived_funnel,component_slots,,8,,,,family_holdout/official_continued_full,,35985,count
,,,,derived_funnel,trajectory_slots,,8,,,,family_holdout/official_continued_full,,37185,count
,,,,derived_funnel,selected_cells,,8,,,,family_holdout/official_continued_full,,240,count
,,,,derived_funnel,selected_valid_cells,,8,,,,family_holdout/official_continued_full,,240,count
,,,,derived_funnel,cells,,8,,,,main/frozen,,960,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/frozen,,960,count
,,,,derived_funnel,candidates_saved,,8,,,,main/frozen,,47777,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/frozen,,48000,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/frozen,,223,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/frozen,,47777,count
,,,,derived_funnel,component_slots,,8,,,,main/frozen,,101555,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/frozen,,148131,count
,,,,derived_funnel,selected_cells,,8,,,,main/frozen,,960,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/frozen,,960,count
,,,,derived_funnel,cells,,8,,,,main/grn_bottom3,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_bottom3,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_bottom3,,54796,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_bottom3,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_bottom3,,116,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_bottom3,,54796,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_bottom3,,115540,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_bottom3,,164388,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_bottom3,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_bottom3,,1770,count
,,,,derived_funnel,cells,,8,,,,main/grn_causal_top3,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_causal_top3,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_causal_top3,,54627,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_causal_top3,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_causal_top3,,285,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_causal_top3,,54627,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_causal_top3,,115069,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_causal_top3,,163881,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_causal_top3,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_causal_top3,,1796,count
,,,,derived_funnel,cells,,8,,,,main/grn_full,,960,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_full,,960,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_full,,43341,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_full,,48000,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_full,,4659,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_full,,43341,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_full,,93300,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_full,,134823,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_full,,960,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_full,,919,count
,,,,derived_funnel,cells,,8,,,,main/grn_random3_0,,2784,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_random3_0,,2784,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_random3_0,,102647,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_random3_0,,102912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_random3_0,,265,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_random3_0,,102647,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_random3_0,,217146,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_random3_0,,312741,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_random3_0,,2784,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_random3_0,,2781,count
,,,,derived_funnel,cells,,8,,,,main/grn_random3_1,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_random3_1,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_random3_1,,54687,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_random3_1,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_random3_1,,225,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_random3_1,,54687,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_random3_1,,115264,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_random3_1,,164061,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_random3_1,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_random3_1,,1814,count
,,,,derived_funnel,cells,,8,,,,main/grn_random3_2,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_random3_2,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_random3_2,,54720,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_random3_2,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_random3_2,,192,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_random3_2,,54720,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_random3_2,,115299,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_random3_2,,164160,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_random3_2,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_random3_2,,1816,count
,,,,derived_funnel,cells,,8,,,,main/grn_random3_3,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_random3_3,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_random3_3,,54083,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_random3_3,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_random3_3,,829,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_random3_3,,54083,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_random3_3,,113835,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_random3_3,,162249,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_random3_3,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_random3_3,,1821,count
,,,,derived_funnel,cells,,8,,,,main/grn_random3_4,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_random3_4,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_random3_4,,51354,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_random3_4,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_random3_4,,3558,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_random3_4,,51354,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_random3_4,,106795,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_random3_4,,154062,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_random3_4,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_random3_4,,1800,count
,,,,derived_funnel,cells,,8,,,,main/grn_top1,,1824,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_top1,,1824,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_top1,,54652,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_top1,,54912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_top1,,260,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_top1,,54652,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_top1,,115133,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_top1,,163956,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_top1,,1824,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_top1,,1814,count
,,,,derived_funnel,cells,,8,,,,main/grn_top3,,2784,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/grn_top3,,2784,count
,,,,derived_funnel,candidates_saved,,8,,,,main/grn_top3,,99182,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/grn_top3,,102912,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/grn_top3,,3730,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/grn_top3,,99174,count
,,,,derived_funnel,component_slots,,8,,,,main/grn_top3,,207505,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/grn_top3,,302346,count
,,,,derived_funnel,selected_cells,,8,,,,main/grn_top3,,2784,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/grn_top3,,2771,count
,,,,derived_funnel,cells,,8,,,,main/official_continued_full,,960,count
,,,,derived_funnel,cells_with_candidates,,8,,,,main/official_continued_full,,960,count
,,,,derived_funnel,candidates_saved,,8,,,,main/official_continued_full,,47866,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,main/official_continued_full,,48000,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,main/official_continued_full,,134,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,main/official_continued_full,,47866,count
,,,,derived_funnel,component_slots,,8,,,,main/official_continued_full,,101725,count
,,,,derived_funnel,trajectory_slots,,8,,,,main/official_continued_full,,148398,count
,,,,derived_funnel,selected_cells,,8,,,,main/official_continued_full,,960,count
,,,,derived_funnel,selected_valid_cells,,8,,,,main/official_continued_full,,960,count
,,,,derived_funnel,cells,,8,,,,unknown/unknown,,3780,count
,,,,derived_funnel,cells_with_candidates,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,candidates_saved,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,expected_candidate_slots,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,missing_candidate_slots,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,candidates_formula_evaluated,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,component_slots,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,trajectory_slots,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,selected_cells,,8,,,,unknown/unknown,,0,count
,,,,derived_funnel,selected_valid_cells,,8,,,,unknown/unknown,,0,count
,,,,upstream_funnel,candidate_return_shortfall,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,13.0,count
,,,,upstream_funnel,component_generation_failure,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,1933.0,count
,,,,upstream_funnel,component_selection_failure_input_robust,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,49.0,count
,,,,upstream_funnel,component_selection_failure_multi_ic,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,44.0,count
,,,,upstream_funnel,component_selection_failure_multi_ic_complexity,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,29.0,count
,,,,upstream_funnel,component_selection_failure_official_reconstruction,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,49.0,count
,,,,upstream_funnel,component_selection_failure_selection_ic,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,42.0,count
,,,,upstream_funnel,component_selection_failure_structural_oracle,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,19.0,count
,,,,upstream_funnel,generalization_integration_failure,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,904.0,count
,,,,upstream_funnel,generation_failure,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,960.0,count
,,,,upstream_funnel,input_integration_failure,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,57.0,count
,,,,upstream_funnel,selection_integration_failure,,3,,,72965261863abaa109e0144fd35402eea94f6b84dac4544788bfa8f0a72578ab,all,,597.0,count
,,,,upstream_funnel,beam_shortfall,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06,,198.0,count
,,,,upstream_funnel,empty_beam,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06,,0.0,count
,,,,upstream_funnel,n_cells,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06,,510.0,count
,,,,upstream_funnel,ParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06/selected_failure_reasons,,59.0,count
,,,,upstream_funnel,TEDParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06/selected_failure_reasons,,19.0,count
,,,,upstream_funnel,none,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06/selected_failure_reasons,,432.0,count
,,,,upstream_funnel,selected_valid,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06,,432.0,count
,,,,upstream_funnel,selected_valid_rate,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,holdout_R06,,0.8470588235294118,rate
,,,,upstream_funnel,beam_shortfall,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main,,478.0,count
,,,,upstream_funnel,empty_beam,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main,,0.0,count
,,,,upstream_funnel,n_cells,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main,,1224.0,count
,,,,upstream_funnel,ParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main/selected_failure_reasons,,159.0,count
,,,,upstream_funnel,TEDParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main/selected_failure_reasons,,110.0,count
,,,,upstream_funnel,none,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main/selected_failure_reasons,,955.0,count
,,,,upstream_funnel,selected_valid,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main,,955.0,count
,,,,upstream_funnel,selected_valid_rate,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,main,,0.7802287581699346,rate
,,,,upstream_funnel,beam_shortfall,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness,,144.0,count
,,,,upstream_funnel,empty_beam,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness,,0.0,count
,,,,upstream_funnel,n_cells,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness,,216.0,count
,,,,upstream_funnel,NonFiniteConstant,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness/selected_failure_reasons,,72.0,count
,,,,upstream_funnel,ParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness/selected_failure_reasons,,103.0,count
,,,,upstream_funnel,TEDParseError,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness/selected_failure_reasons,,3.0,count
,,,,upstream_funnel,none,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness/selected_failure_reasons,,38.0,count
,,,,upstream_funnel,selected_valid,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness,,38.0,count
,,,,upstream_funnel,selected_valid_rate,,5,,,98162b5d9955c9a4fa9e12dd207b36d2ea164b498e4006da1cc818ad1eabf47a,zero_robustness,,0.17592592592592593,rate
